"Set","Song"
"Set 1","Sample in a Jar"
"Set 1","The Wedge"
"Set 1","555"
"Set 1","Heavy Things"
"Set 1","Wolfman's Brother"
"Set 1","Halfway to the Moon"
"Set 1","Bouncing Around the Room"
"Set 1","Kill Devil Falls"
"Set 1","Train Song"
"Set 1","Waiting All Night"
"Set 1","Axilla"
"Set 1","A Song I Heard the Ocean Sing"
"Set 2","Birds of a Feather"
"Set 2","Ghost"
"Set 2","Theme From the Bottom"
"Set 2","Cities"
"Set 2","Chalk Dust Torture"
"Set 2","Martian Monster"
"Set 3","Dem Bones"
"Set 3","Auld Lang Syne"
"Set 3","The Dogs"
"Set 3","Tweezer"
"Set 3","Simple"
"Set 3","Limb By Limb"
"Set 3","Bug"
"Set 3","Backwards Down the Number Line"
"Set 3","The Horse"
"Set 3","Silent in the Morning"
"Set 3","Julius"
"Encore","Golgi Apparatus"
"Encore","Tweezer Reprise"
