"Set","Song"
"Set 1","Fee"
"Set 1","The Curtain With"
"Set 1","46 Days"
"Set 1","555"
"Set 1","My Sweet One"
"Set 1","Sand"
"Set 1","Bouncing Around the Room"
"Set 1","Saw It Again"
"Set 1","Fuego"
"Set 1","You Enjoy Myself"
"Set 2","Wilson"
"Set 2","Tweezer"
"Set 2","Back on the Train"
"Set 2","Tweezer"
"Set 2","Back on the Train"
"Set 2","Tweezer"
"Set 2","Waiting All Night"
"Set 2","Free"
"Set 2","Tweezer"
"Set 2","Simple"
"Set 2","Tweezer"
"Set 2","Free"
"Set 2","Catapult"
"Set 2","Slave to the Traffic Light"
"Set 2","Down with Disease"
"Set 2","NICU"
"Set 2","Jam"
"Set 2","Hold Your Head Up"
"Set 2","Jennifer Dances"
"Set 2","Hold Your Head Up"
"Set 2","I Been Around"
"Encore","Boogie On Reggae Woman"
"Encore","Tweezer Reprise"
