"Set","Song"
"Set 1","Punch You in the Eye"
"Set 1","Bathtub Gin"
"Set 1","The Lizards"
"Set 1","The Moma Dance"
"Set 1","Birds of a Feather"
"Set 1","Esther"
"Set 1","Roggae"
"Set 1","Bouncing Around the Room"
"Set 1","David Bowie"
"Set 2","AC/DC Bag"
"Set 2","Sparkle"
"Set 2","Run Like an Antelope"
"Set 2","Brian and Robert"
"Set 2","Waste"
"Set 2","Somewhere Over the Rainbow"
"Set 2","You Enjoy Myself"
"Set 2","Frankenstein"
"Set 2","Chalk Dust Torture"
"Set 2","Hello My Baby"
"Encore","Terrapin Station"
