"Set","Song"
"Set 1","Wolfman's Brother"
"Set 1","Water in the Sky"
"Set 1","The Moma Dance"
"Set 1","Guyute"
"Set 1","Horn"
"Set 1","Jam"
"Set 1","Chalk Dust Torture"
"Set 1","Brian and Robert"
"Set 1","Beauty of My Dreams"
"Set 1","Cars Trucks Buses"
"Set 1","Roggae"
"Set 1","Birds of a Feather"
"Set 1","Loving Cup"
"Set 2","Limb By Limb"
"Set 2","Simple"
"Set 2","Tweezer"
"Set 2","California Love Jam"
"Set 2","Tweezer"
"Set 2","Free"
"Set 2","Meat"
"Set 2","Harry Hood"
"Encore","Wilson"
"Encore","Tweezer Reprise"
