"Set","Song"
"Set 1","Rock and Roll Part Two"
"Set 1","Tube"
"Set 1","Quinn the Eskimo"
"Set 1","Funky Bitch"
"Set 1","Guelah Papyrus"
"Set 1","Rift"
"Set 1","Meat"
"Set 1","Stash"
"Set 1","Train Song"
"Set 1","Possum"
"Set 1","Roggae"
"Set 1","Driver"
"Set 1","Split Open and Melt"
"Set 2","Bathtub Gin"
"Set 2","Piper"
"Set 2","Axilla"
"Set 2","Roses Are Free"
"Set 2","Farmhouse"
"Set 2","Hold Your Head Up"
"Set 2","Gettin' Jiggy Wit' It"
"Set 2","Hold Your Head Up"
"Set 2","Harry Hood"
"Set 2","Character Zero"
"Encore","Cavern"
