"Set","Song"
"Set 1","Wilson"
"Set 1","Big Black Furry Creature from Mars"
"Set 1","Lawn Boy"
"Set 1","Divided Sky"
"Set 1","Cry Baby Cry"
"Set 1","Boogie On Reggae Woman"
"Set 1","NICU"
"Set 1","Dogs Stole Things"
"Set 1","Nellie Kane"
"Set 1","Foam"
"Set 1","Wading in the Velvet Sea"
"Set 1","Guyute"
"Set 1","Bold As Love"
"Set 2","Sabotage"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","The Wedge"
"Set 2","The Mango Song"
"Set 2","Free"
"Set 2","Ha Ha Ha"
"Set 2","Free"
"Set 2","Weekapaug Groove"
"Encore","Tubthumping"
