"Set","Song"
"Set 1","Buried Alive"
"Set 1","Poor Heart"
"Set 1","The Landlady"
"Set 1","Reba"
"Set 1","Rift"
"Set 1","Wilson"
"Set 1","All Things Reconsidered"
"Set 1","Foam"
"Set 1","My Friend, My Friend"
"Set 1","Bouncing Around the Room"
"Set 1","David Bowie"
"Set 2","Suzy Greenberg"
"Set 2","It's Ice"
"Set 2","Tweezer"
"Set 2","Esther"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Horn"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Take the 'A' Train"
"Set 2","Somewhere Over the Rainbow"
"Set 2","Cavern"
"Encore","The Squirming Coil"
