"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","All Things Reconsidered"
"Set 1","The Sloth"
"Set 1","Sparkle"
"Set 1","Maze"
"Set 1","Horn"
"Set 1","Reba"
"Set 1","Poor Heart"
"Set 1","My Friend, My Friend"
"Set 1","Bouncing Around the Room"
"Set 1","Run Like an Antelope"
"Set 1","Secret Language Instructions"
"Set 1","Run Like an Antelope"
"Set 1","Secret Language Instructions"
"Set 1","Run Like an Antelope"
"Set 2","Glide"
"Set 2","Cavern"
"Set 2","Rift"
"Set 2","Fluffhead"
"Set 2","Eliza"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Wait"
"Set 2","Weekapaug Groove"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Stash"
"Set 2","Cold as Ice"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","Possum"
"Encore","Sleeping Monkey"
"Encore","Rocky Top"
