"Set","Song"
"Set 1","Buried Alive"
"Set 1","Possum"
"Set 1","It's Ice"
"Set 1","Bouncing Around the Room"
"Set 1","Split Open and Melt"
"Set 1","Rift"
"Set 1","Fee"
"Set 1","Maze"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Icculus"
"Set 1","Fly Famous Mockingbird"
"Set 1","Run Like an Antelope"
"Set 2","Sanity"
"Set 2","Llama"
"Set 2","The Lizards"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Horn"
"Set 2","Poor Heart"
"Set 2","Cold as Ice"
"Set 2","Terrapin"
"Set 2","Cold as Ice"
"Set 2","Carolina"
"Set 2","Memories"
"Set 2","Sweet Adeline"
"Set 2","Suzy Greenberg"
"Encore","Sleeping Monkey"
