"Set","Song"
"Set 1","My Sweet One"
"Set 1","Foam"
"Set 1","Stash"
"Set 1","Esther"
"Set 1","Chalk Dust Torture"
"Set 1","Sparkle"
"Set 1","Fast Enough for You"
"Set 1","All Things Reconsidered"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 2","Suzy Greenberg"
"Set 2","Paul and Silas"
"Set 2","Tweezer"
"Set 2","Big Ball Jam"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","Maze"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Bouncing Around the Room"
"Set 2","The Squirming Coil"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Harpua"
"Set 2","Golgi Apparatus"
"Encore","Contact"
"Encore","Tweezer Reprise"
