"Set","Song"
"Set 1","Wilson"
"Set 1","Sparkle"
"Set 1","Split Open and Melt"
"Set 1","Rift"
"Set 1","Fee"
"Set 1","Maze"
"Set 1","Glide"
"Set 1","Runaway Jim"
"Set 1","It's Ice"
"Set 1","Run Like an Antelope"
"Set 2","Tweezer"
"Set 2","Mound"
"Set 2","Reba"
"Set 2","All Things Reconsidered"
"Set 2","The Squirming Coil"
"Set 2","You Enjoy Myself"
"Set 2","Setting Sail"
"Set 2","Horn"
"Set 2","My Sweet One"
"Set 2","Chalk Dust Torture"
"Set 2","Cold as Ice"
"Set 2","Cracklin' Rosie"
"Set 2","Cold as Ice"
"Set 2","Golgi Apparatus"
"Encore","Sleeping Monkey"
"Encore","Tweezer Reprise"
