"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Icculus"
"Set 1","Fly Famous Mockingbird"
"Set 1","Sparkle"
"Set 1","Reba"
"Set 1","Maze"
"Set 1","Bouncing Around the Room"
"Set 1","Stash"
"Set 1","The Squirming Coil"
"Set 1","Llama"
"Set 2","Glide"
"Set 2","David Bowie"
"Set 2","Band/Crew Football Theme Song"
"Set 2","David Bowie"
"Set 2","Tela"
"Set 2","Foam"
"Set 2","You Enjoy Myself"
"Set 2","Chalk Dust Torture"
"Set 2","Cold as Ice"
"Set 2","Cracklin' Rosie"
"Set 2","Cold as Ice"
"Set 2","Cavern"
"Encore","Sleeping Monkey"
"Encore","Big Black Furry Creature from Mars"
