"Set","Song"
"Set 1","The Landlady"
"Set 1","Possum"
"Set 1","It's Ice"
"Set 1","Uncle Pen"
"Set 1","Fee"
"Set 1","All Things Reconsidered"
"Set 1","Split Open and Melt"
"Set 1","I Didn't Know"
"Set 1","Rift"
"Set 1","Horn"
"Set 1","Runaway Jim"
"Set 2","Tweezer"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Fluffhead"
"Set 2","Guelah Papyrus"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","The Mango Song"
"Set 2","Cold as Ice"
"Set 2","Cracklin' Rosie"
"Set 2","Cold as Ice"
"Set 2","Dinner and a Movie"
"Set 2","Bouncing Around the Room"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Encore","Memories"
"Encore","Sweet Adeline"
"Encore","Tweezer Reprise"
