"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Fee"
"Set 1","My Friend, My Friend"
"Set 1","My Sweet One"
"Set 1","The Sloth"
"Set 1","The Squirming Coil"
"Set 1","Llama"
"Set 1","Fluffhead"
"Set 1","Run Like an Antelope"
"Set 2","Suzy Greenberg"
"Set 2","The Curtain"
"Set 2","Stash"
"Set 2","Paul and Silas"
"Set 2","Big Ball Jam"
"Set 2","Bathtub Gin"
"Set 2","You Enjoy Myself"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Lengthwise"
"Set 2","Carolina"
"Set 2","Cavern"
"Encore","Possum"
"Encore","The Vibration of Life"
"Encore","Possum"
