"Set","Song"
"Set 1","Llama"
"Set 1","Foam"
"Set 1","Poor Heart"
"Set 1","Stash"
"Set 1","Glide"
"Set 1","Sparkle"
"Set 1","Fast Enough for You"
"Set 1","Maze"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Cavern"
"Set 2","Suzy Greenberg"
"Set 2","David Bowie"
"Set 2","Esther"
"Set 2","Possum"
"Set 2","It's Ice"
"Set 2","The Squirming Coil"
"Set 2","Carolina"
"Set 2","Harry Hood"
"Set 2","Hold Your Head Up"
"Set 2","Faht"
"Set 2","Hold Your Head Up"
"Set 2","You Enjoy Myself"
"Encore","Fee"
"Encore","Rocky Top"
