Set,Song
Set 1,Runaway Jim
Set 1,Foam
Set 1,Glide
Set 1,Split Open and Melt
Set 1,Rift
Set 1,Guelah Papyrus
Set 1,Divided Sky
Set 1,Mound
Set 1,Bouncing Around the Room
Set 1,Memories
Set 1,David Bowie
Set 1,The Vibration of Life
Set 1,David Bowie
Set 2,Poor Heart
Set 2,Stash
Set 2,The Squirming Coil
Set 2,I Walk the Line
Set 2,Llama
Set 2,Weigh
Set 2,Mike's Song
Set 2,I Am Hydrogen
Set 2,Weekapaug Groove
Set 2,Big Ball Jam
Set 2,Weekapaug Groove
Set 2,Hold Your Head Up
Set 2,Lengthwise
Set 2,Hold Your Head Up
Set 2,Cavern
Encore,Sleeping Monkey
Encore,Rocky Top
