"Set","Song"
"Set 1","The Curtain"
"Set 1","Split Open and Melt"
"Set 1","Fee"
"Set 1","Maze"
"Set 1","Reba"
"Set 1","Uncle Pen"
"Set 1","Stash"
"Set 1","Rift"
"Set 1","Esther"
"Set 1","Run Like an Antelope"
"Set 2","Glide"
"Set 2","Tweezer"
"Set 2","The Squirming Coil"
"Set 2","My Mind's Got a Mind of its Own"
"Set 2","You Enjoy Myself"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Chalk Dust Torture"
"Set 2","Cold as Ice"
"Set 2","Cracklin' Rosie"
"Set 2","Cold as Ice"
"Set 2","Harry Hood"
"Set 2","Tweezer Reprise"
"Encore","Carolina"
"Encore","Cavern"
