"Set","Song"
"Set 1","Buried Alive"
"Set 1","Possum"
"Set 1","It's Ice"
"Set 1","Fee"
"Set 1","Divided Sky"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Split Open and Melt"
"Set 1","Bouncing Around the Room"
"Set 1","Rift"
"Set 1","The Sloth"
"Set 1","Runaway Jim"
"Set 2","Poor Heart"
"Set 2","All Things Reconsidered"
"Set 2","Tweezer"
"Set 2","Eliza"
"Set 2","You Enjoy Myself"
"Set 2","My Friend, My Friend"
"Set 2","The Lizards"
"Set 2","Maze"
"Set 2","Cold as Ice"
"Set 2","Bike"
"Set 2","Cold as Ice"
"Set 2","My Mind's Got a Mind of its Own"
"Set 2","Golgi Apparatus"
"Encore","Contact"
"Encore","Tweezer Reprise"
