"Set","Song"
"Set 1","The Landlady"
"Set 1","My Sweet One"
"Set 1","Split Open and Melt"
"Set 1","Bouncing Around the Room"
"Set 1","Rift"
"Set 1","Cavern"
"Set 1","Fluffhead"
"Set 1","Maze"
"Set 1","Sweet Adeline"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 2","Axilla"
"Set 2","The Curtain"
"Set 2","Chalk Dust Torture"
"Set 2","My Friend, My Friend"
"Set 2","All Things Reconsidered"
"Set 2","Uncle Pen"
"Set 2","Llama"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Dinner and a Movie"
"Set 2","David Bowie"
"Set 2","Baby Elephant Walk"
"Set 2","David Bowie"
"Encore","Good Times Bad Times"
