"Set","Song"
"Set 1","Buried Alive"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Fee"
"Set 1","Maze"
"Set 1","Reba"
"Set 1","Sparkle"
"Set 1","Horn"
"Set 1","All Things Reconsidered"
"Set 1","Bathtub Gin"
"Set 1","Sweet Adeline"
"Set 1","Run Like an Antelope"
"Set 2","Axilla"
"Set 2","My Friend, My Friend"
"Set 2","My Sweet One"
"Set 2","Tweezer"
"Set 2","Big Ball Jam"
"Set 2","Tweezer"
"Set 2","Tela"
"Set 2","You Enjoy Myself"
"Set 2","Faht"
"Set 2","Golgi Apparatus"
"Encore","Bold As Love"
"Encore","Carolina"
"Encore","Tweezer Reprise"
