"Set","Song"
"Set 1","Maze"
"Set 1","Fee"
"Set 1","All Things Reconsidered"
"Set 1","Split Open and Melt"
"Set 1","Bouncing Around the Room"
"Set 1","Uncle Pen"
"Set 1","Chalk Dust Torture"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Reba"
"Set 1","Sweet Adeline"
"Set 1","Run Like an Antelope"
"Set 2","Rift"
"Set 2","Guelah Papyrus"
"Set 2","Fluffhead"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Lawn Boy"
"Set 2","It's Ice"
"Set 2","My Sweet One"
"Set 2","Big Ball Jam"
"Set 2","Hold Your Head Up"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","Take the 'A' Train"
"Set 2","Cavern"
"Encore","Bold As Love"
