"Set","Song"
"Set 1","The Landlady"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Sparkle"
"Set 1","Split Open and Melt"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Dinner and a Movie"
"Set 1","The Squirming Coil"
"Set 1","My Sweet One"
"Set 1","Stash"
"Set 1","Golgi Apparatus"
"Set 2","Buried Alive"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","Take the 'A' Train"
"Set 2","My Friend, My Friend"
"Set 2","Poor Heart"
"Set 2","All Things Reconsidered"
"Set 2","David Bowie"
"Set 2","Weigh"
"Set 2","Cold as Ice"
"Set 2","Cracklin' Rosie"
"Set 2","Cold as Ice"
"Set 2","You Enjoy Myself"
"Encore","Bouncing Around the Room"
"Encore","Rocky Top"
