"Set","Song"
"Set 1","Axilla"
"Set 1","Poor Heart"
"Set 1","Maze"
"Set 1","Glide"
"Set 1","Sparkle"
"Set 1","Foam"
"Set 1","Fast Enough for You"
"Set 1","All Things Reconsidered"
"Set 1","Split Open and Melt"
"Set 1","Bouncing Around the Room"
"Set 1","You Enjoy Myself"
"Set 2","Chalk Dust Torture"
"Set 2","Reba"
"Set 2","Llama"
"Set 2","Horn"
"Set 2","My Sweet One"
"Set 2","The Vibration of Life"
"Set 2","My Sweet One"
"Set 2","It's Ice"
"Set 2","Fee"
"Set 2","David Bowie"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","The Squirming Coil"
"Set 2","Sweet Adeline"
"Encore","Runaway Jim"
