"Set","Song"
"Set 1","My Sweet One"
"Set 1","Reba"
"Set 1","All Things Reconsidered"
"Set 1","The Sloth"
"Set 1","Possum"
"Set 1","It's Ice"
"Set 1","Dinner and a Movie"
"Set 1","Bouncing Around the Room"
"Set 1","Buried Alive"
"Set 1","Uncle Pen"
"Set 1","Horn"
"Set 1","David Bowie"
"Set 2","The Landlady"
"Set 2","Bathtub Gin"
"Set 2","You Enjoy Myself"
"Set 2","Guelah Papyrus"
"Set 2","Chalk Dust Torture"
"Set 2","Cold as Ice"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Poor Heart"
"Set 2","Llama"
"Set 2","Cavern"
"Encore","Runaway Jim"
