"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Sparkle"
"Set 1","Stash"
"Set 1","I Didn't Know"
"Set 1","Reba"
"Set 1","Buried Alive"
"Set 1","Rift"
"Set 1","Magilla"
"Set 1","Llama"
"Set 1","You Enjoy Myself"
"Set 2","Golgi Apparatus"
"Set 2","Tweezer"
"Set 2","Eliza"
"Set 2","It's Ice"
"Set 2","Bouncing Around the Room"
"Set 2","The Squirming Coil"
"Set 2","Uncle Pen"
"Set 2","David Bowie"
"Set 2","Cold as Ice"
"Set 2","Cracklin' Rosie"
"Set 2","Cold as Ice"
"Set 2","My Sweet One"
"Set 2","Cavern"
"Encore","Sweet Adeline"
"Encore","Weigh"
"Encore","Tweezer Reprise"
