"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Icculus"
"Set 1","Fly Famous Mockingbird"
"Set 1","Uncle Pen"
"Set 1","The Sloth"
"Set 1","The Landlady"
"Set 1","Fluffhead"
"Set 1","Sparkle"
"Set 1","Stash"
"Set 1","The Squirming Coil"
"Set 1","Golgi Apparatus"
"Set 2","David Bowie"
"Set 2","Cavern"
"Set 2","Ya Mar"
"Set 2","Foam"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","The Mango Song"
"Set 2","Horn"
"Set 2","Cold as Ice"
"Set 2","Love You"
"Set 2","Cold as Ice"
"Set 2","Glide"
"Set 2","Llama"
"Encore","Contact"
"Encore","Big Black Furry Creature from Mars"
