"Set","Song"
"Set 1","Maze"
"Set 1","Foam"
"Set 1","Glide"
"Set 1","Split Open and Melt"
"Set 1","Bouncing Around the Room"
"Set 1","My Sweet One"
"Set 1","Horn"
"Set 1","Golgi Apparatus"
"Set 1","The Lizards"
"Set 1","Cavern"
"Set 1","David Bowie"
"Set 2","Runaway Jim"
"Set 2","It's Ice"
"Set 2","Paul and Silas"
"Set 2","Tweezer"
"Set 2","The Squirming Coil"
"Set 2","You Enjoy Myself"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","AC/DC Bag"
"Set 2","Cold as Ice"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","Poor Heart"
"Set 2","Tweezer Reprise"
"Encore","Sweet Adeline"
"Encore","Suzy Greenberg"
