"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Sparkle"
"Set 1","Split Open and Melt"
"Set 1","Guelah Papyrus"
"Set 1","Rift"
"Set 1","Fee"
"Set 1","Maze"
"Set 1","The Squirming Coil"
"Set 1","I Didn't Know"
"Set 1","Run Like an Antelope"
"Set 2","Suzy Greenberg"
"Set 2","Divided Sky"
"Set 2","Tela"
"Set 2","Tweezer"
"Set 2","Harpua"
"Set 2","Llama"
"Set 2","Cold as Ice"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","Golgi Apparatus"
"Encore","Poor Heart"
"Encore","Tweezer Reprise"
