"Set","Song"
"Set 1","The Landlady"
"Set 1","Rift"
"Set 1","Split Open and Melt"
"Set 1","Sparkle"
"Set 1","Golgi Apparatus"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Dinner and a Movie"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","All Things Reconsidered"
"Set 1","David Bowie"
"Set 2","Glide"
"Set 2","Chalk Dust Torture"
"Set 2","NICU"
"Set 2","My Sweet One"
"Set 2","Stash"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","My Friend, My Friend"
"Set 2","The Squirming Coil"
"Set 2","Cracklin' Rosie"
"Set 2","Cold as Ice"
"Set 2","You Enjoy Myself"
"Encore","Sleeping Monkey"
"Encore","Rocky Top"
"Encore 2","Sweet Adeline"
