"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","Uncle Pen"
"Set 1","Split Open and Melt"
"Set 1","Rift"
"Set 1","Guelah Papyrus"
"Set 1","Possum"
"Set 1","It's Ice"
"Set 1","Eliza"
"Set 1","NICU"
"Set 1","Bouncing Around the Room"
"Set 1","David Bowie"
"Set 2","Dinner and a Movie"
"Set 2","Colonel Forbin's Ascent"
"Set 2","Fly Famous Mockingbird"
"Set 2","Tweezer"
"Set 2","Tela"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Weigh"
"Set 2","Cold as Ice"
"Set 2","Catapult"
"Set 2","Cold as Ice"
"Set 2","Hold Your Head Up"
"Set 2","Lively Up Yourself"
"Set 2","Cold as Ice"
"Set 2","Sanity"
"Set 2","Maze"
"Set 2","Sweet Adeline"
"Encore","Cavern"
