"Set","Song"
"Set 1","Golgi Apparatus"
"Set 1","Llama"
"Set 1","Foam"
"Set 1","Fee"
"Set 1","Poor Heart"
"Set 1","Split Open and Melt"
"Set 1","I Didn't Know"
"Set 1","All Things Reconsidered"
"Set 1","Reba"
"Set 1","Sweet Adeline"
"Set 1","Cavern"
"Set 2","Rift"
"Set 2","Tweezer"
"Set 2","Tela"
"Set 2","My Sweet One"
"Set 2","Big Ball Jam"
"Set 2","Maze"
"Set 2","Glide"
"Set 2","You Enjoy Myself"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","I Walk the Line"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Encore","Bold As Love"
"Encore","Carolina"
"Encore","Tweezer Reprise"
