"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","Maze"
"Set 1","Bouncing Around the Room"
"Set 1","Divided Sky"
"Set 1","Guelah Papyrus"
"Set 1","Foam"
"Set 1","Poor Heart"
"Set 1","Horn"
"Set 1","Sparkle"
"Set 1","Run Like an Antelope"
"Set 2","Glide"
"Set 2","Llama"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Fee"
"Set 2","Rift"
"Set 2","Cavern"
"Set 2","Cold as Ice"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Runaway Jim"
"Encore","Rocky Top"
