Set,Song
Set 1,Brother
Set 1,My Mind's Got a Mind of its Own
Set 1,Foam
Set 1,Runaway Jim
Set 1,The Horse
Set 1,Silent in the Morning
Set 1,Maze
Set 1,The Mango Song
Set 1,The Landlady
Set 1,Rift
Set 1,Run Like an Antelope
Set 2,My Sweet One
Set 2,Tweezer
Set 2,The Squirming Coil
Set 2,Weigh
Set 2,Chalk Dust Torture
Set 2,Horn
Set 2,Mike's Song
Set 2,I Am Hydrogen
Set 2,Weekapaug Groove
Set 2,Cold as Ice
Set 2,Cracklin' Rosie
Set 2,Cold as Ice
Set 2,Tweezer Reprise
Encore,Sweet Adeline
Encore,Golgi Apparatus
