"Set","Song"
"Set 1","Golgi Apparatus"
"Set 1","The Curtain"
"Set 1","Sparkle"
"Set 1","Stash"
"Set 1","Rift"
"Set 1","Guelah Papyrus"
"Set 1","Divided Sky"
"Set 1","I Didn't Know"
"Set 1","It's Ice"
"Set 1","Glide"
"Set 1","Run Like an Antelope"
"Set 2","Chalk Dust Torture"
"Set 2","Bouncing Around the Room"
"Set 2","All Things Reconsidered"
"Set 2","Foam"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Poor Heart"
"Set 2","Llama"
"Set 2","Cold as Ice"
"Set 2","Love You"
"Set 2","Cold as Ice"
"Set 2","The Squirming Coil"
"Set 2","Cavern"
"Encore","Contact"
"Encore","Rocky Top"
