"Set","Song"
"Set 1","Rift"
"Set 1","Wilson"
"Set 1","Llama"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Uncle Pen"
"Set 1","Guelah Papyrus"
"Set 1","Divided Sky"
"Set 1","Mound"
"Set 1","Sweet Adeline"
"Set 1","Stash"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","It's Ice"
"Set 2","The Lizards"
"Set 2","Run Like an Antelope"
"Set 2","Lawn Boy"
"Set 2","Sparkle"
"Set 2","Suzy Greenberg"
"Set 2","Hold Your Head Up"
"Set 2","Lengthwise"
"Set 2","My Sweet One"
"Set 2","Big Ball Jam"
"Set 2","Sleeping Monkey"
"Encore","Carolina"
"Encore","Fire"
