Set,Song
Set 1,Runaway Jim
Set 1,Cavern
Set 1,Reba
Set 1,Sparkle
Set 1,Foam
Set 1,Rift
Set 1,Stash
Set 1,Fee
Set 1,Chalk Dust Torture
Set 1,Take the 'A' Train
Set 1,Mike's Song
Set 1,I Am Hydrogen
Set 1,Weekapaug Groove
Set 2,Golgi Apparatus
Set 2,Llama
Set 2,The Squirming Coil
Set 2,Split Open and Melt
Set 2,Bouncing Around the Room
Set 2,The Oh Kee Pa Ceremony
Set 2,Suzy Greenberg
Set 2,Harry Hood
Set 2,Cold as Ice
Set 2,Cracklin' Rosie
Set 2,Cold as Ice
Set 2,Possum
Encore,Sleeping Monkey
Encore,Good Times Bad Times
