"Set","Song"
"Set 1","Maze"
"Set 1","Sparkle"
"Set 1","Foam"
"Set 1","Buried Alive"
"Set 1","Glide"
"Set 1","It's Ice"
"Set 1","Bouncing Around the Room"
"Set 1","Rift"
"Set 1","Golgi Apparatus"
"Set 1","Sweet Adeline"
"Set 1","Run Like an Antelope"
"Set 2","Poor Heart"
"Set 2","Split Open and Melt"
"Set 2","Reba"
"Set 2","The Sloth"
"Set 2","You Enjoy Myself"
"Set 2","The Lizards"
"Set 2","Hold Your Head Up"
"Set 2","Bike"
"Set 2","Hold Your Head Up"
"Set 2","Harry Hood"
"Set 2","Cavern"
"Encore","Memories"
"Encore","Fire"
