"Set","Song"
"Set 1","Runaway Jim"
"Set 1","It's Ice"
"Set 1","Uncle Pen"
"Set 1","Stash"
"Set 1","The Lizards"
"Set 1","Chalk Dust Torture"
"Set 1","Guelah Papyrus"
"Set 1","Sparkle"
"Set 1","My Friend, My Friend"
"Set 1","Memories"
"Set 1","David Bowie"
"Set 2","Dinner and a Movie"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","The Vibration of Life"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Esther"
"Set 2","Axilla"
"Set 2","Bouncing Around the Room"
"Set 2","Paul and Silas"
"Set 2","Big Ball Jam"
"Set 2","Faht"
"Set 2","Possum"
"Encore","Contact"
"Encore","Good Times Bad Times"
