"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","My Friend, My Friend"
"Set 1","Paul and Silas"
"Set 1","Reba"
"Set 1","Maze"
"Set 1","Fee"
"Set 1","Split Open and Melt"
"Set 1","Mound"
"Set 1","Divided Sky"
"Set 1","Cavern"
"Set 2","Llama"
"Set 2","NICU"
"Set 2","The Sloth"
"Set 2","The Lizards"
"Set 2","Bathtub Gin"
"Set 2","My Mind's Got a Mind of its Own"
"Set 2","Brother"
"Set 2","Cold as Ice"
"Set 2","Baby Lemonade"
"Set 2","Cold as Ice"
"Set 2","All Things Reconsidered"
"Set 2","Harry Hood"
"Set 2","Rocky Top"
"Encore","Sanity"
"Encore","Memories"
"Encore","Carolina"
"Encore","Sleeping Monkey"
