"Set","Song"
"Set 1","Buried Alive"
"Set 1","Poor Heart"
"Set 1","Maze"
"Set 1","Bouncing Around the Room"
"Set 1","Rift"
"Set 1","Wilson"
"Set 1","Divided Sky"
"Set 1","Cavern"
"Set 1","Foam"
"Set 1","I Didn't Know"
"Set 1","Run Like an Antelope"
"Set 2","Runaway Jim"
"Set 2","It's Ice"
"Set 2","Sparkle"
"Set 2","Colonel Forbin's Ascent"
"Set 2","Fly Famous Mockingbird"
"Set 2","My Sweet One"
"Set 2","Big Ball Jam"
"Set 2","Stash"
"Set 2","Glide"
"Set 2","Good Times Bad Times"
"Set 3","Mike's Song"
"Set 3","Auld Lang Syne"
"Set 3","Weekapaug Groove"
"Set 3","Harpua"
"Set 3","Kung"
"Set 3","Harpua"
"Set 3","The Squirming Coil"
"Set 3","Diamond Girl"
"Set 3","Llama"
"Encore","Carolina"
"Encore","Fire"
