"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Gumbo"
"Set 1","Sparkle"
"Set 1","Cavern"
"Set 1","Taste"
"Set 1","When the Circus Comes"
"Set 1","Tube"
"Set 1","Funky Bitch"
"Set 1","NICU"
"Set 1","Waste"
"Set 1","Meatstick"
"Set 2","Twist"
"Set 2","Piper"
"Set 2","The Moma Dance"
"Set 2","Mountains in the Mist"
"Set 2","Run Like an Antelope"
"Set 2","Contact"
"Set 2","The Little Drummer Boy"
"Encore","The Little Drummer Boy"
"Encore","Bill Bailey, Won't You Please Come Home?"
"Encore 2","Harry Hood"
