"Set","Song"
"Set 1","First Tube"
"Set 1","Farmhouse"
"Set 1","Dogs Stole Things"
"Set 1","Divided Sky"
"Set 1","Heavy Things"
"Set 1","Horn"
"Set 1","Carini"
"Set 1","Ginseng Sullivan"
"Set 1","Back on the Train"
"Set 1","Maze"
"Set 1","Bouncing Around the Room"
"Set 1","Guyute"
"Set 2","Twist"
"Set 2","Possum"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","David Bowie"
"Set 2","Wading in the Velvet Sea"
"Set 2","Harry Hood"
"Encore","Funky Bitch"
"Encore","Messin' with The Kid"
