"Set","Song"
"Set 1","Mozambique"
"Set 1","Axilla"
"Set 1","Limb By Limb"
"Set 1","Horn"
"Set 1","Guyute"
"Set 1","Chalk Dust Torture"
"Set 1","Back at the Chicken Shack"
"Set 1","Stash"
"Set 1","I Didn't Know"
"Set 1","Character Zero"
"Set 2","Birds of a Feather"
"Set 2","Ha Ha Ha"
"Set 2","Ghost"
"Set 2","The Inlaw Josie Wales"
"Set 2","First Tube"
"Set 2","Tweezer"
"Set 2","Bug"
"Set 2","You Enjoy Myself"
"Set 2","Hello My Baby"
"Encore","Sample in a Jar"
"Encore","Golgi Apparatus"
"Encore","Tweezer Reprise"
