"Set","Song"
"Set 1","See That My Grave Is Kept Clean"
"Set 1","Punch You in the Eye"
"Set 1","Party Time"
"Set 1","Big Black Furry Creature from Mars"
"Set 1","Dinner and a Movie"
"Set 1","Ocelot"
"Set 1","Poor Heart"
"Set 1","Winterqueen"
"Set 1","Bold As Love"
"Set 1","First Tube"
"Set 2","Dem Bones"
"Set 2","No Men In No Man's Land"
"Set 2","Everything In Its Right Place"
"Set 2","What's the Use?"
"Set 2","Scents and Subtle Sounds"
"Set 2","Prince Caspian"
"Set 2","Fluffhead"
"Encore","Frankenstein"
