"Set","Song"
"Set 1","O Canada"
"Set 1","Crowd Control"
"Set 1","Sugar Shack"
"Set 1","When the Circus Comes"
"Set 1","Daniel Saw the Stone"
"Set 1","Army of One"
"Set 1","The Wedge"
"Set 1","Guelah Papyrus"
"Set 1","Maple Leaf Rag"
"Set 1","Guelah Papyrus"
"Set 1","McGrupp and the Watchful Hosemasters"
"Set 1","Limb By Limb"
"Set 1","Walk Away"
"Set 2","Golden Age"
"Set 2","Leaves"
"Set 2","Swept Away"
"Set 2","Steep"
"Set 2","46 Days"
"Set 2","Piper"
"Set 2","Possum"
"Encore","Rock 'n' Roll Suicide"
