"Set","Song"
"Set 1","Carini"
"Set 1","Suzy Greenberg"
"Set 1","My Friend, My Friend"
"Set 1","Fluffhead"
"Set 1","Reba"
"Set 1","Poor Heart"
"Set 1","46 Days"
"Set 1","Maze"
"Set 1","Character Zero"
"Set 2","Possum"
"Set 2","Fuego"
"Set 2","Gotta Jibboo"
"Set 2","Golgi Apparatus"
"Set 2","What's the Use?"
"Set 2","You Enjoy Myself"
"Set 3","Soul Planet"
"Set 3","Auld Lang Syne"
"Set 3","Free"
"Set 3","A Song I Heard the Ocean Sing"
"Set 3","The Moma Dance"
"Set 3","Prince Caspian"
"Set 3","Wading in the Velvet Sea"
"Set 3","First Tube"
"Encore","Loving Cup"
