"Set","Song"
"Set 1","The Landlady"
"Set 1","Runaway Jim"
"Set 1","Fee"
"Set 1","Foam"
"Set 1","Down with Disease"
"Set 1","Ginseng Sullivan"
"Set 1","Dog Faced Boy"
"Set 1","Tela"
"Set 1","Poor Heart"
"Set 1","Split Open and Melt"
"Set 2","The Curtain"
"Set 2","Sample in a Jar"
"Set 2","My Mind's Got a Mind of its Own"
"Set 2","Run Like an Antelope"
"Set 2","Mound"
"Set 2","The Squirming Coil"
"Set 2","Divided Sky"
"Set 2","Bouncing Around the Room"
"Set 2","Big Ball Jam"
"Set 2","Big Black Furry Creature from Mars"
"Encore","Amazing Grace"
"Encore","Bold As Love"
