"Set","Song"
"Set 1","Wilson"
"Set 1","Sparkle"
"Set 1","Simple"
"Set 1","Reba"
"Set 1","Axilla (Part II)"
"Set 1","It's Ice"
"Set 1","The Vibration of Life"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Run Like an Antelope"
"Set 2","Suzy Greenberg"
"Set 2","Divided Sky"
"Set 2","The Lizards"
"Set 2","Tweezer"
"Set 2","The Mango Song"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Amazing Grace"
"Set 2","The Squirming Coil"
"Encore","Funky Bitch"
"Encore","Tweezer Reprise"
