"Set","Song"
"Set 1","My Friend, My Friend"
"Set 1","Reba"
"Set 1","The Sloth"
"Set 1","Poor Heart"
"Set 1","Split Open and Melt"
"Set 1","The Lizards"
"Set 1","Guelah Papyrus"
"Set 1","Julius"
"Set 1","Sweet Adeline"
"Set 2","Peaches en Regalia"
"Set 2","David Bowie"
"Set 2","Bouncing Around the Room"
"Set 2","Scent of a Mule"
"Set 2","You Enjoy Myself"
"Set 2","Nellie Kane"
"Set 2","Beaumont Rag"
"Set 2","Foreplay/Long Time"
"Set 2","Harry Hood"
"Set 2","Sample in a Jar"
"Encore","Good Times Bad Times"
