"Set","Song"
"Set 1","Sample in a Jar"
"Set 1","Divided Sky"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Sparkle"
"Set 1","Stash"
"Set 1","Guyute"
"Set 1","The Old Home Place"
"Set 1","Ginseng Sullivan"
"Set 1","Nellie Kane"
"Set 1","Chalk Dust Torture"
"Set 2","Golgi Apparatus"
"Set 2","Maze"
"Set 2","Esther"
"Set 2","Tweezer"
"Set 2","Fee"
"Set 2","Rift"
"Set 2","Down with Disease"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Slave to the Traffic Light"
"Encore","Foreplay/Long Time"
"Encore","Tweezer Reprise"
