Set,Song
Set 1,Golgi Apparatus
Set 1,NICU
Set 1,Run Like an Antelope
Set 1,Glide
Set 1,Mound
Set 1,Peaches en Regalia
Set 1,Divided Sky
Set 1,Funky Bitch
Set 2,The Old Home Place
Set 2,Maze
Set 2,Bouncing Around the Room
Set 2,Mike's Song
Set 2,Buffalo Bill
Set 2,Mike's Song
Set 2,Yerushalayim Shel Zahav
Set 2,Weekapaug Groove
Set 2,Amazing Grace
Set 3,My Sweet One
Set 3,Also Sprach Zarathustra
Set 3,Auld Lang Syne
Set 3,Chalk Dust Torture
Set 3,The Horse
Set 3,Silent in the Morning
Set 3,Suzy Greenberg
Set 3,Slave to the Traffic Light
Encore,Simple
Encore,Auld Lang Syne
