"Set","Song"
"Set 1","Frankenstein"
"Set 1","Sparkle"
"Set 1","Simple"
"Set 1","Divided Sky"
"Set 1","Harpua"
"Set 1","The Vibration of Life"
"Set 1","Harpua"
"Set 1","Julius"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Reba"
"Set 1","Golgi Apparatus"
"Set 2","Back in the U.S.S.R."
"Set 2","Dear Prudence"
"Set 2","Glass Onion"
"Set 2","Ob-La-Di, Ob-La-Da"
"Set 2","Wild Honey Pie"
"Set 2","The Continuing Story of Bungalow Bill"
"Set 2","While My Guitar Gently Weeps"
"Set 2","Happiness Is a Warm Gun"
"Set 2","Martha My Dear"
"Set 2","I'm So Tired"
"Set 2","Blackbird"
"Set 2","Piggies"
"Set 2","Rocky Raccoon"
"Set 2","Don't Pass Me By"
"Set 2","Why Don't We Do It in the Road?"
"Set 2","I Will"
"Set 2","Julia"
"Set 2","Birthday"
"Set 2","Yer Blues"
"Set 2","Mother Nature's Son"
"Set 2","Everybody's Got Something to Hide Except Me and My Monkey"
"Set 2","Sexy Sadie"
"Set 2","Helter Skelter"
"Set 2","Long Long Long"
"Set 2","Revolution 1"
"Set 2","Honey Pie"
"Set 2","Savoy Truffle"
"Set 2","Cry Baby Cry"
"Set 2","Revolution 9"
"Set 3","David Bowie"
"Set 3","Bouncing Around the Room"
"Set 3","Slave to the Traffic Light"
"Set 3","Rift"
"Set 3","Sleeping Monkey"
"Set 3","Poor Heart"
"Set 3","Run Like an Antelope"
"Encore","Amazing Grace"
"Encore","Costume Contest"
"Encore","The Squirming Coil"
