"Set","Song"
"Set 1","Halley's Comet"
"Set 1","Llama"
"Set 1","My Friend, My Friend"
"Set 1","Poor Heart"
"Set 1","Stash"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Down with Disease"
"Set 1","The Mango Song"
"Set 1","Cavern"
"Set 2","Sample in a Jar"
"Set 2","Sparkle"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","The Lizards"
"Set 2","Julius"
"Set 2","Big Ball Jam"
"Set 2","Harry Hood"
"Set 2","Golgi Apparatus"
"Encore","Ginseng Sullivan"
"Encore","Nellie Kane"
"Encore","Sweet Adeline"
"Encore","Fire"
