"Set","Song"
"Set 1","Wilson"
"Set 1","Runaway Jim"
"Set 1","Foam"
"Set 1","Bouncing Around the Room"
"Set 1","David Bowie"
"Set 1","If I Could"
"Set 1","Punch You in the Eye"
"Set 1","Harry Hood"
"Set 1","Golgi Apparatus"
"Set 2","Suzy Greenberg"
"Set 2","Peaches en Regalia"
"Set 2","My Friend, My Friend"
"Set 2","Reba"
"Set 2","The Lizards"
"Set 2","Julius"
"Set 2","Nellie Kane"
"Set 2","My Mind's Got a Mind of its Own"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","O Mio Babbino Caro"
"Set 2","Possum"
"Encore","Fire"
