"Set","Song"
"Set 1","Llama"
"Set 1","Horn"
"Set 1","Uncle Pen"
"Set 1","Punch You in the Eye"
"Set 1","Sample in a Jar"
"Set 1","All Things Reconsidered"
"Set 1","Nellie Kane"
"Set 1","Divided Sky"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","David Bowie"
"Set 2","Suzy Greenberg"
"Set 2","Julius"
"Set 2","Reba"
"Set 2","Tweezer"
"Set 2","Lifeboy"
"Set 2","Runaway Jim"
"Set 2","Hold Your Head Up"
"Set 2","I Wan'na Be Like You"
"Set 2","Hold Your Head Up"
"Set 2","The Squirming Coil"
"Encore","Piano Duet"
"Encore","Bill Bailey, Won't You Please Come Home?"
