"Set","Song"
"Set 1","Golgi Apparatus"
"Set 1","Down with Disease"
"Set 1","NO2"
"Set 1","Stash"
"Set 1","The Lizards"
"Set 1","Cavern"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Maze"
"Set 1","Sparkle"
"Set 1","Sample in a Jar"
"Set 2","Run Like an Antelope"
"Set 2","Catapult"
"Set 2","Run Like an Antelope"
"Set 2","Harpua"
"Set 2","Also Sprach Zarathustra"
"Set 2","Harpua"
"Set 2","AC/DC Bag"
"Set 2","Scent of a Mule"
"Set 2","Harry Hood"
"Set 2","Contact"
"Set 2","Chalk Dust Torture"
"Encore","Suzy Greenberg"
