"Set","Song"
"Set 1","My Friend, My Friend"
"Set 1","Scent of a Mule"
"Set 1","Guelah Papyrus"
"Set 1","Split Open and Melt"
"Set 1","Bouncing Around the Room"
"Set 1","The Landlady"
"Set 1","Maze"
"Set 1","Lawn Boy"
"Set 1","Cavern"
"Set 2","Peaches en Regalia"
"Set 2","David Bowie"
"Set 2","Yerushalayim Shel Zahav"
"Set 2","Slave to the Traffic Light"
"Set 2","Poor Heart"
"Set 2","Julius"
"Set 2","The Old Home Place"
"Set 2","Nellie Kane"
"Set 2","Sweet Adeline"
"Set 2","You Enjoy Myself"
"Encore","Golgi Apparatus"
