"Set","Song"
"Set 1","Buried Alive"
"Set 1","Poor Heart"
"Set 1","Sample in a Jar"
"Set 1","Divided Sky"
"Set 1","Axilla (Part II)"
"Set 1","Rift"
"Set 1","Down with Disease"
"Set 1","Bouncing Around the Room"
"Set 1","Stash"
"Set 1","Sweet Adeline"
"Set 2","Also Sprach Zarathustra"
"Set 2","Run Like an Antelope"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Run Like an Antelope"
"Set 2","Sparkle"
"Set 2","It's Ice"
"Set 2","Julius"
"Set 2","You Enjoy Myself"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Amazing Grace"
"Set 2","Big Black Furry Creature from Mars"
"Encore","Fee"
"Encore","Rocky Top"
