"Set","Song"
"Set 1","Fee"
"Set 1","Down with Disease"
"Set 1","Foam"
"Set 1","The Mango Song"
"Set 1","The Old Home Place"
"Set 1","Stash"
"Set 1","The Lizards"
"Set 1","Dog Faced Boy"
"Set 1","Run Like an Antelope"
"Set 2","Also Sprach Zarathustra"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Sleeping Monkey"
"Set 2","The Curtain"
"Set 2","Fast Enough for You"
"Set 2","Scent of a Mule"
"Set 2","Slave to the Traffic Light"
"Encore","Sweet Adeline"
"Encore","Foreplay/Long Time"
"Encore","Cavern"
