"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Glide"
"Set 1","Poor Heart"
"Set 1","Julius"
"Set 1","My Friend, My Friend"
"Set 1","Rift"
"Set 1","Split Open and Melt"
"Set 1","Dog Faced Boy"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","AC/DC Bag"
"Set 2","Also Sprach Zarathustra"
"Set 2","Sample in a Jar"
"Set 2","Sparkle"
"Set 2","Bathtub Gin"
"Set 2","Big Ball Jam"
"Set 2","Ya Mar"
"Set 2","Mike's Song"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Down with Disease"
"Set 2","Hold Your Head Up"
"Set 2","I Wan'na Be Like You"
"Set 2","Hold Your Head Up"
"Set 2","Cavern"
"Encore","Good Times Bad Times"
