Set,Song
Set 1,Runaway Jim
Set 1,Bouncing Around the Room
Set 1,Punch You in the Eye
Set 1,Stash
Set 1,The Man Who Stepped Into Yesterday
Set 1,Avenu Malkenu
Set 1,The Man Who Stepped Into Yesterday
Set 1,Scent of a Mule
Set 1,Fluffhead
Set 1,The Horse
Set 1,Silent in the Morning
Set 1,Run Like an Antelope
Set 2,Also Sprach Zarathustra
Set 2,Sample in a Jar
Set 2,Maze
Set 2,If I Could
Set 2,Uncle Pen
Set 2,You Enjoy Myself
Set 2,Sparkle
Set 2,Big Ball Jam
Set 2,Harry Hood
Set 2,Highway to Hell
Encore,Chalk Dust Torture
