"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Horn"
"Set 1","Sparkle"
"Set 1","Down with Disease"
"Set 1","Guyute"
"Set 1","Fee"
"Set 1","It's Ice"
"Set 1","Lawn Boy"
"Set 1","Run Like an Antelope"
"Set 2","Also Sprach Zarathustra"
"Set 2","Sample in a Jar"
"Set 2","Rift"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Fluffhead"
"Set 2","Purple Rain"
"Set 2","Hold Your Head Up"
"Set 2","Harry Hood"
"Set 2","Suzy Greenberg"
"Encore","Foreplay/Long Time"
"Encore","Rocky Top"
