"Set","Song"
"Set 1","Helter Skelter"
"Set 1","Scent of a Mule"
"Set 1","Maze"
"Set 1","Bouncing Around the Room"
"Set 1","Wilson"
"Set 1","Divided Sky"
"Set 1","Dog Faced Boy"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","The Vibration of Life"
"Set 1","Fly Famous Mockingbird"
"Set 1","Down with Disease"
"Set 2","Also Sprach Zarathustra"
"Set 2","David Bowie"
"Set 2","Sleeping Monkey"
"Set 2","Sparkle"
"Set 2","You Enjoy Myself"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Slave to the Traffic Light"
"Set 2","Golgi Apparatus"
"Encore","I'm Blue, I'm Lonesome"
"Encore","Nellie Kane"
"Encore","My Long Journey Home"
"Encore","To France"
"Encore","Fixin' to Die"
