"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Mound"
"Set 1","Sample in a Jar"
"Set 1","It's Ice"
"Set 1","The Horse"
"Set 2","Fire"
"Set 2","Poor Heart"
"Set 2","Down with Disease"
"Set 2","My Friend, My Friend"
"Set 2","Split Open and Melt"
"Set 2","Esther"
"Set 2","Chalk Dust Torture"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Ginseng Sullivan"
"Set 2","Big Black Furry Creature from Mars Reprise"
"Set 2","Dog Faced Boy"
"Set 2","Sweet Adeline"
"Set 2","Julius"
"Set 2","Sparkle"
"Set 2","Harry Hood"
"Set 2","Suzy Greenberg"
"Encore","Amazing Grace"
